train_window,oos_step,ann_return,ann_vol,sharpe,sortino,calmar,max_dd,turnover
252,63,0.10694040695395683,0.1397254875507513,0.6704419987269369,0.6430355931581396,0.3132794972055187,-0.341357822353122,4.889790783974504
504,63,0.12028080950704108,0.1379742178296504,0.7779629880463287,0.744435655758773,0.625519065131172,-0.1922895978907023,3.883637981678108
756,63,0.1173069257935375,0.13330638556128271,0.776812499142731,0.7472252641710085,0.7093904466656875,-0.16536299064204965,3.4879561057708037
504,21,0.11585745795885317,0.13812954500836172,0.7450649549427816,0.7086594657636768,0.6190485147548246,-0.1871540843688782,4.971126048759222
504,126,0.11642823475759398,0.13771503167862256,0.7514521745757031,0.7180363341516224,0.6054837912957307,-0.1922895978907023,3.456312028532284
