basket_c_threshold,ann_return,ann_vol,sharpe,sortino,calmar,max_dd,turnover
0.5,0.12460584547865645,0.13452646630269532,0.8300513186488714,0.7976911744833571,0.7953329917469155,-0.15667128960030308,4.786938788798039
0.6,0.12278554340901907,0.13597902386685526,0.8077978908397068,0.7747842082793437,0.7425315885044517,-0.165360700217918,4.298074904434514
0.7,0.12028080950704108,0.1379742178296504,0.7779629880463286,0.7444356557587729,0.6255190651311718,-0.19228959789070235,3.883637981678108
0.8,0.11816808712897307,0.14097879677775202,0.7463967263384083,0.7132468174066975,0.5199953335686308,-0.22724836070740784,3.483315605935935
0.9,0.1123785306960015,0.14507839196860692,0.6853988014051537,0.6505343855626136,0.4481630529281339,-0.2507536709279383,3.137854424144747
